id,imdb_id,imdb_score,imdb_votes,tmdb_score,tmdb_popularity
tm486429,tt9577334,6.8,504,0.0,3.528
tm887841,,,,4.8,6.456
tm815868,tt10489754,6.5,47,5.7,1.485
tm479235,tt7608380,4.5,357,3.1,3.296
tm469091,tt8452136,5.8,1015,6.0,2.277
ts88926,tt6494622,8.3,11256,0.0,5.431
tm507622,tt7845872,6.0,8,1.0,0.6
ts255185,tt12642796,8.2,602,6.1,3.506
ts240255,tt12268838,6.2,32,,0.6
tm942315,tt10944486,4.8,4077,0.0,11.544
tm560532,tt4827922,5.7,2724,0.0,13.398
tm473935,tt9547338,6.7,306,2.0,1.453
tm881529,tt10303324,4.1,11398,0.0,11.178
ts88565,tt8450534,7.7,802,0.0,1.201
tm592884,tt3160336,5.8,2093,5.2,7.531
tm828334,tt5362940,6.2,1973,6.2,8.584
tm432232,tt5068162,6.3,2804,6.6,3.466
tm511408,tt7615052,4.6,7729,5.4,19.005
tm831228,tt8569578,5.2,1044,0.0,5.281
tm887106,tt4427800,5.6,1147,0.0,5.394
tm843843,tt11161374,3.9,3102,0.0,12.277
tm965315,tt12752780,7.9,32,0.0,1.169
tm865599,tt10204512,3.6,664,3.6,2.432
tm810032,tt7439748,5.5,1126,4.9,5.847
ts217261,tt15740354,8.0,1968,6.2,7.606
tm473451,tt6390668,7.7,8631,10.0,8.467
tm453042,tt2395469,7.9,40064,6.0,8.968
tm412155,tt6264938,7.4,20750,9.5,6.846
ts240201,tt12264166,8.1,190,,0.998
tm446178,tt4169146,6.7,2037,6.7,4.645
tm919936,tt9118804,4.9,1090,0.0,16.309
ts251714,tt12546678,7.5,1834,7.3,1.76
tm1142247,tt9313424,6.0,624,5.5,1.841
tm422753,tt7939428,4.7,1250,6.2,8.234
tm461891,tt5112424,6.2,324,0.0,5.529
tm831285,tt7955022,5.6,195,0.0,2.226
tm1134880,tt15765428,,,,
tm436294,tt8333978,7.2,8635,0.0,3.623
tm481561,tt4837396,2.9,58,6.0,2.369
tm990635,,,,0.0,2.047
tm464420,tt9275046,6.3,516,0.0,1.813
tm535589,tt6087434,7.1,154,0.0,2.115
tm452979,tt8740778,6.5,4792,6.9,10.644
tm431662,tt7773340,3.9,952,0.0,6.501
tm407787,tt8726098,6.4,1332,5.0,4.345
ts105708,tt9170224,8.1,704,6.0,2.272
ts269682,,,,3.5,22.912
ts192297,tt10087694,5.2,93,10.0,2.388
tm927747,,,,0.0,0.856
tm825588,tt10711654,7.0,206,1.0,1.205
tm452471,tt9765144,6.6,2016,0.0,10.006
tm814886,tt5956016,4.2,1043,0.0,5.902
tm908277,tt4719542,6.2,5232,0.0,9.44
tm432073,tt8054066,5.3,1236,7.0,5.886
tm820937,tt12020368,6.5,196,0.0,1.4
ts221671,tt11006824,6.4,39,7.0,0.917
ts86714,tt9548664,6.7,1270,8.0,1.159
tm941590,tt14115592,7.3,37,,2.459
ts251020,tt12405230,7.6,17070,8.1,6.525
tm916764,tt12497794,4.7,70,0.0,0.808
tm446733,tt11164544,7.5,6526,0.0,12.68
tm465784,tt5556054,5.1,1537,6.6,8.899
tm460600,tt0858419,5.5,561,0.0,3.842
ts186880,tt10315062,6.6,76,8.0,9.451
tm961646,tt12981810,1.1,589,10.0,1.588
ts252101,,,,9.0,1.352
tm817596,tt9821834,3.4,145,7.2,4.506
tm816457,tt7491732,5.2,276,0.0,1.066
tm886161,tt8488518,4.4,915,4.5,4.125
tm531133,tt6264182,4.0,1397,0.0,4.538
tm920688,tt10369866,4.4,741,0.0,4.521
tm946326,tt9741526,4.4,678,0.0,2.982
tm446961,tt7326320,5.8,1135,5.0,6.877
ts87694,tt8242548,7.2,40435,9.0,4.867
tm471012,,,,0.0,4.666
tm336873,tt4444956,5.4,8560,5.5,6.243
tm456896,tt7439064,5.7,3914,0.0,9.931
tm909826,,,,7.9,8.312
tm457109,tt8358508,8.2,79,0.0,0.6
ts215237,tt10491760,6.3,69,8.3,0.734
tm985700,,,,0.0,7.13
tm973011,tt10022726,,,0.0,
tm404464,tt5969180,5.1,2121,0.0,6.229
ts231725,tt11524214,9.7,30,,
tm935412,tt8764358,4.6,2244,6.2,73.563
tm588743,tt3425300,4.1,226,5.9,1.582
ts223381,tt11407524,8.5,16540,7.5,7.722
tm843997,,,,0.0,1.022
tm430330,tt6250650,5.1,1116,0.0,5.587
tm472191,tt8425034,4.7,1167,0.0,4.892
tm837360,,,,6.5,3.359
tm471873,tt5715656,4.3,426,2.0,27.38
ts237215,,,,7.6,5.259
tm474117,tt9537532,3.7,1669,4.6,13.33
tm940563,tt8592498,5.4,334,0.0,3.476
tm457935,tt8367184,5.5,2515,6.1,6.671
tm423818,tt5937126,3.4,529,1.0,4.732
tm940718,,,,0.0,1.4
tm886233,,,,0.0,0.987
tm816473,tt6289224,5.2,622,8.0,2.078
tm961554,tt12986812,3.0,24,0.0,0.943
tm524506,tt6659936,5.2,1320,0.0,2.541
tm888910,tt11177282,7.5,129,7.0,1.325
tm444578,tt9260636,6.7,21344,6.6,5.221
tm906191,tt11968072,4.0,127,0.0,1.4
tm414351,tt8403168,8.0,119,0.0,2.415
tm468166,tt1776097,2.8,562,6.0,3.252
tm903096,tt12414176,7.1,148,10.0,61.317
tm359215,tt6559576,4.3,341,0.0,2.842
tm448696,tt8060774,6.3,2824,0.0,10.505
tm473129,tt8025310,4.8,1654,0.0,4.502
tm456163,tt6012446,6.2,1424,0.0,5.657
tm846732,tt11197384,8.1,58,10.0,0.717
tm935414,tt10975750,5.3,702,0.0,4.119
tm348172,tt5816506,5.8,372,2.0,3.626
tm975681,tt9765226,3.5,496,0.0,3.885
tm454968,tt9674226,6.1,223,0.0,1.4
tm811817,tt7262384,5.7,861,6.0,7.333
tm827669,tt8619234,,,0.0,0.6
tm834875,tt9612982,4.2,1796,0.0,9.889
ts187574,tt16442544,7.5,769,7.0,8.996
tm372237,tt9105628,4.8,552,4.7,8.814
tm810448,tt9779804,6.8,708,0.0,1.96
tm813929,tt10377292,6.5,53,0.0,2.447
tm857921,,,,0.0,2.867
tm831109,tt9647706,5.3,168,0.0,0.607
tm859927,tt10883362,6.9,171,0.0,0.853
tm888123,tt8407418,6.8,746,0.0,5.274
ts218126,tt10731430,8.1,46,,
tm818698,tt10557524,3.6,809,4.1,8.726
ts256175,,,,7.7,3.903
tm319139,tt6836936,5.0,20270,0.0,5.566
tm816847,tt10039524,5.2,728,0.0,17.007
tm469433,tt5538670,6.9,2190,0.0,26.107
tm464240,tt9105014,6.9,2814,7.0,2.718
tm467816,tt7959296,5.0,323,9.0,12.954
ts217448,tt10662040,7.2,670,6.4,3.214
ts221035,,,,6.4,5.808
tm533313,tt6096246,5.6,2748,1.0,4.373
ts252269,tt12945004,7.5,475,7.1,8.824
ts237536,tt12004706,8.9,70719,8.4,5.753
tm551157,tt5117372,5.4,1263,0.0,6.349
tm818150,tt10520386,6.5,634,0.0,2.649
tm1076709,tt7220118,5.1,309,6.3,2.43
tm288352,tt5478746,2.5,472,0.0,3.791
tm422800,tt7255568,2.2,21830,6.6,6.218
ts227574,tt10937632,6.4,562,6.1,12.428
ts94096,tt8629136,5.5,576,9.0,16.394
tm434915,tt6975598,4.1,812,0.0,4.316
tm1001486,tt9458062,4.7,895,0.0,6.588
tm319702,tt6827388,4.3,311,0.0,2.092
tm449235,tt7778680,6.8,5337,6.6,6.009
tm856298,,,,0.0,6.952
tm879547,tt11916254,6.6,351,0.0,4.808
tm453375,tt9590954,6.8,117,6.1,2.29
tm436768,tt8097606,6.5,1556,0.0,3.426
tm877170,tt11737766,5.3,23,0.0,0.6
tm810763,tt10189514,8.7,116543,7.9,4.146
ts224991,tt11621718,7.1,556,6.6,3.186
tm841773,tt11214936,5.9,74,,0.6
tm253274,tt4426464,4.8,2007,5.0,13.115
tm460998,tt7430722,6.5,25892,6.8,7.707
tm466564,tt10645298,6.0,161,0.0,3.491
tm852790,tt10964430,7.0,28742,0.0,4.513
tm1000290,,,,0.0,5.825
tm863296,tt1964995,4.4,1423,0.0,8.519
tm950204,tt7260052,5.7,518,6.3,52.759
tm574691,tt4111956,3.9,711,0.0,2.96
tm920862,,,,0.0,2.383
ts262717,tt12850564,6.5,564,7.2,1.988
tm458198,tt10250750,5.4,223,0.0,7.66
tm493744,tt9075778,5.8,512,0.0,1.202
tm873806,tt11496832,5.6,8,0.0,0.6
tm953707,tt10269684,3.7,214,0.0,3.015
tm824326,tt6415100,4.6,97,0.0,1.463
tm503636,tt8262978,7.1,12,0.0,0.881
tm811070,tt8000096,6.2,77,0.0,1.227
tm457647,tt7976208,2.9,4135,0.0,12.416
tm441944,tt5589212,5.2,1308,0.0,3.356
tm1126572,tt3899930,2.5,84,,2.687
tm929802,tt13795322,6.4,286,0.0,1.963
tm864731,tt10131028,4.0,127,0.0,1.834
tm855227,tt10438500,7.3,467,0.0,1.743
tm461430,tt8483220,4.4,289,9.4,2.629
tm926977,tt12779696,5.5,346,0.0,5.974
tm911947,,,,0.0,2.22
ts225492,,,,7.1,5.121
ts235732,tt12737870,7.9,18,7.0,3.263
tm839856,tt8426182,2.7,417,0.0,143.677
tm948255,,,,0.0,2.51
tm458804,tt8906022,5.7,695,5.3,4.971
tm889351,tt7411120,5.7,299,7.4,4.832
tm818503,tt8916728,6.6,548,0.0,4.761
tm959265,tt13133486,3.6,91,0.0,0.623
tm990734,tt9538188,3.0,175,0.0,2.648
tm843655,tt9103710,4.7,80,6.0,0.808
tm894965,tt11082246,2.3,385,0.0,35.053
tm466309,,,,0.0,18.045
ts217164,tt10630986,8.6,27,,0.6
tm838224,tt10949778,5.4,4265,6.2,3.325
tm890724,tt10331140,3.6,376,0.0,3.892
tm501879,tt8406660,4.3,4993,0.0,8.511
tm449130,tt7721800,4.7,31257,6.7,3.479
tm444531,tt6967644,3.4,609,8.6,3.374
tm857492,tt8820348,5.8,250,0.0,3.387
tm821908,tt10623524,8.0,2874,0.0,1.011
tm925064,tt4134712,7.1,338,8.0,2.359
ts105254,tt9140458,7.2,74,7.0,1.4
ts298462,tt14820440,,,,
tm823532,tt4292432,7.2,862,0.0,4.786
tm898883,tt11947032,6.4,48,0.0,0.913
tm927069,tt13009186,6.2,644,0.0,24.597
tm857787,tt13130760,6.9,13579,0.0,2.474
tm501532,tt8388508,7.3,8898,5.0,3.848
tm976732,tt6886574,5.3,190,0.0,3.726
tm455584,tt8767808,6.0,327,6.0,4.589
tm368678,tt6014408,6.5,69,3.5,5.532
ts188279,tt10196500,7.0,64,,0.61
tm485554,tt9635540,6.0,6404,0.0,4.692
tm811832,tt6560320,5.2,339,1.0,2.719
tm436630,tt8809652,3.6,3684,0.0,12.226
ts325835,,,,7.4,0.6
ts223059,tt11347692,8.9,3125,7.6,1.982
tm683065,tt10280276,4.2,73632,0.0,4.444
tm813900,tt10375886,6.7,968,0.0,4.353
tm885866,tt9612368,4.3,641,0.0,2.88
tm889349,,,,0.0,4.945
tm446754,tt8361196,3.2,3453,4.4,5.923
tm820699,tt6956798,4.4,364,0.0,1.606
tm455150,tt6988116,3.5,16905,5.0,3.212
tm437401,tt8779020,6.8,200,0.0,0.648
ts266936,tt12571190,7.4,20,,
tm831213,tt8769300,5.5,1700,0.0,8.031
tm866795,tt10782876,5.5,541,7.8,6.651
tm818793,tt5372528,4.4,2745,0.0,3.404
tm464570,tt2275629,6.2,696,7.5,4.238
tm814769,tt8286090,5.7,351,0.0,1.938
ts253654,,,,,0.6
tm507495,tt7866988,5.8,346,1.3,1.316
tm469786,tt10217550,7.3,2345,0.0,2.062
tm434407,tt6269434,5.9,7085,0.0,3.376
ts313162,tt15472028,7.3,23,,
tm546519,tt5432342,4.7,137,7.5,1.789
tm917490,,,,0.0,2.524
tm950485,tt11204372,4.4,950,0.0,3.291
tm565817,tt4523530,4.6,971,6.2,4.624
tm930338,tt13010786,4.4,263,0.0,2.583
tm1014183,tt13839380,7.3,89,0.0,2.078
tm834652,tt10964468,6.1,9424,0.0,3.694
tm374818,tt2323912,3.7,385,6.5,4.404
tm457727,tt4073936,6.2,315,2.5,3.01
tm867912,tt11045972,4.2,124,6.0,0.6
tm851919,tt9140598,6.5,541,0.0,0.933
tm822607,tt10665040,3.4,287,5.3,4.899
tm832352,tt10886702,4.6,131,0.0,2.502
tm854424,tt11143108,8.1,4319,7.5,4.717
tm500226,tt8504014,6.8,20606,8.0,0.6
tm813413,tt10397188,4.6,480,0.0,4.307
tm865501,tt10052928,5.0,138,0.0,4.096
ts92002,tt9572814,6.8,64,0.0,
tm885774,tt2305326,4.9,462,0.0,5.245
tm453601,tt8069578,5.8,381,6.4,3.052
tm412937,tt7052494,4.5,2344,5.6,11.891
ts250113,tt12493196,8.9,29,8.0,0.801
ts186214,tt10289938,7.9,5429,7.0,9.962
tm985448,tt11404762,2.5,423,0.0,3.84
tm810378,tt10431010,7.4,1830,0.0,1.786
tm955947,tt13309552,5.4,491,,
tm473350,tt9882084,7.7,2214,0.0,9.046
tm921067,tt11924476,4.4,2125,0.0,7.808
tm893407,,,,5.5,4.493
ts286832,tt10709178,6.9,112,6.9,9.989
tm1020199,tt9082806,6.6,962,0.0,
tm854953,tt18184012,7.6,2278,10.0,1.757
tm926859,tt8506028,6.1,56,0.0,0.693
ts90671,tt10613170,7.1,106,0.0,1.729
tm925765,tt12677092,7.7,6367,0.0,2.737
tm458961,tt3619972,2.9,166,6.0,2.024
tm454024,tt9477432,7.6,37,6.0,0.6
tm472505,,,,5.7,1.342
tm831981,tt10912448,3.3,212,7.5,2.616
tm935001,tt11766262,4.4,111,0.0,2.337
tm810340,tt6151224,5.2,353,0.0,2.04
tm488702,tt9477520,8.4,29661,4.0,4.972
tm511975,tt7561364,3.7,153,0.0,3.205
tm936233,tt9779290,4.3,293,0.0,1.799
tm485140,tt9680074,3.6,7789,8.0,3.394
tm672385,tt10295936,5.2,273,6.0,5.348
tm856411,,,,0.0,4.603
ts222889,,,,7.3,1.093
tm861176,tt10709232,6.3,2175,0.0,2.47
tm625352,tt1996226,4.1,3593,0.0,1.99
tm827969,tt8218662,4.8,816,0.0,1.4
ts216637,tt12564710,7.4,8,10.0,2.829
tm513489,tt7453138,4.4,1677,5.0,2.833
tm831214,tt8761374,5.3,301,0.0,1.297
tm811208,tt10773090,5.8,8031,0.0,4.05
tm1199764,,,,,0.6
tm536960,tt5990464,5.4,259,0.0,1.652
tm819331,tt10584694,4.6,222,3.6,0.792
tm853996,tt12215286,5.1,144,0.0,10.992
ts251561,tt12637632,6.5,25,10.0,1.4
tm831276,tt7998242,7.7,7600,0.0,2.456
tm870683,tt11208026,1.8,113,8.0,1.109
tm490348,tt9248934,3.6,4149,6.9,2.342
tm818187,tt10899680,6.4,782,0.0,4.35
ts102139,tt9702106,5.3,466,0.0,5.939
tm813843,tt10364474,7.8,77,0.0,0.6
tm933725,tt9679528,5.2,232,7.0,21.006
tm981061,tt13491620,7.0,2575,5.8,1.982
tm949001,tt9460478,8.0,402,0.0,0.862
tm817961,tt9104664,5.0,353,0.0,0.677
tm315317,tt6329716,4.2,2292,7.4,6.092
tm852434,tt11322920,8.0,8808,0.0,4.966
ts233538,tt11719436,7.9,41,,0.6
tm945432,tt10891886,5.2,149,0.0,3.944
tm474159,tt7319822,5.3,2112,0.0,8.292
tm436114,tt3513930,5.8,3014,6.0,3.382
tm891196,tt13869368,4.1,44,0.0,0.6
tm675441,tt10309906,5.8,9775,0.0,4.388
tm949349,tt8975534,5.1,450,0.0,3.766
tm475569,tt8463628,4.8,134,6.0,1.202
ts251977,tt12675790,6.6,166,6.7,1.933
tm924903,tt8395214,3.7,158,0.0,0.881
tm991672,tt11428546,5.4,209,0.0,4.911
tm484978,tt9161168,5.1,983,0.0,4.27
tm817713,tt8791968,4.7,168,0.0,1.536
tm812775,tt10437542,2.8,273,,
tm822344,tt10648648,5.3,149,6.9,2.416
ts243572,tt12248706,5.8,282,7.6,19.136
tm905419,tt12077850,8.6,321,4.0,0.692
ts101897,tt9638680,7.3,114,0.0,24.602
ts262037,tt12912830,7.0,154,,
tm840585,tt11374034,4.6,245,8.0,5.653
tm854824,tt10594792,5.9,1669,0.0,2.079
tm823038,tt9699028,4.2,1622,0.0,6.087
tm447755,tt8211214,5.2,756,0.0,11.158
ts110030,tt8497602,,,10.0,1.4
ts235770,tt12003266,8.8,104,9.0,24.885
tm879946,tt2607634,6.2,164,0.0,
tm468028,tt10187550,7.2,151,0.0,2.553
tm971326,,,,0.0,3.043
tm1035723,tt12244694,6.0,192,0.0,1.0
tm461892,tt6690836,4.9,461,0.0,3.999
tm844634,tt11243364,7.8,1081,0.0,3.928
tm811063,tt8144834,8.1,16107,0.0,2.66
tm473707,tt8689644,6.6,649,7.0,2.239
tm896429,tt10627868,6.7,416,0.0,1.831
tm679848,tt10064448,7.3,235,0.0,1.323
tm430276,tt6071092,5.1,268,0.0,3.911
tm824272,tt9125380,5.7,151,0.0,1.025
tm813519,tt10379006,5.1,124,9.0,0.896
tm556639,tt4935782,3.7,120,0.0,1.0
tm934752,tt12283738,4.2,2754,5.6,4.858
tm950231,tt7438928,3.6,97,0.0,1.909
tm814728,tt8655594,5.5,396,0.0,4.951
tm908883,tt12181184,6.2,81,5.0,1.4
tm366257,tt7283064,7.3,7970,0.0,4.792
tm371953,tt7725626,6.5,9659,5.4,6.06
tm828989,tt10806050,5.7,117,9.0,1.96
tm485162,tt9686170,7.3,9577,7.1,3.319
tm1124484,tt11979392,7.8,18,,0.6
tm941298,tt9820628,5.4,257,0.0,2.392
tm811360,tt10334624,4.6,766,0.0,2.005
tm429641,tt8783798,3.8,143,6.4,1.96
tm483803,tt9372172,5.0,844,0.0,7.87
tm425850,tt6773126,6.8,801,6.5,3.179
tm477054,tt9100838,5.2,239,0.0,4.085
tm853226,tt9691336,7.0,1411,0.0,2.04
tm843758,tt11060704,5.6,496,0.0,3.248
tm471975,,,,0.0,2.037
ts255728,tt12869152,7.8,86,10.0,0.657
tm474757,tt9165332,7.1,2359,5.5,1.951
tm682127,tt10177634,5.5,722,0.0,9.287
ts188353,tt10174244,7.5,3166,7.0,1.763
tm898518,,,,0.0,3.767
tm466182,tt3110634,6.2,913,0.0,3.975
tm475099,tt9448332,7.5,2619,5.2,1.687
ts264427,tt12740746,8.3,67,,
tm519230,tt7109900,7.9,2917,7.0,2.571
tm878707,tt11851846,6.6,507,,2.348
tm913350,tt9253926,3.6,357,0.0,2.884
tm979329,tt3408894,5.3,734,2.0,5.924
tm445958,tt7038246,5.6,1096,6.3,2.574
tm838020,,,,0.0,2.353
tm852617,tt11642302,5.3,469,0.0,2.656
tm413001,tt7059844,3.0,19193,5.7,4.475
tm815775,tt10463030,5.4,5540,5.0,3.479
tm949808,tt8240242,6.0,128,0.0,2.696
tm949509,tt8660656,3.5,155,,1.717
ts262117,tt12901482,7.3,8,,0.667
tm937468,,,,0.0,1.96
tm536629,tt6046062,4.4,202,0.0,3.108
tm980571,tt13105764,3.2,247,0.0,2.32
tm891966,tt7944772,4.7,210,9.0,2.611
tm984433,,,,0.0,0.918
tm434796,tt7601296,3.4,854,3.5,10.517
tm839398,tt7423486,4.7,319,8.5,4.209
tm860957,tt9636630,4.9,760,0.0,5.321
tm982898,tt13293184,5.5,870,5.9,2.318
tm460889,tt7543072,5.6,601,5.3,0.765
tm831278,tt7993812,4.4,184,5.5,2.752
tm469332,,,,6.5,0.636
tm434602,tt6769326,6.2,984,7.0,5.452
tm861242,tt8830032,5.6,58,0.0,0.61
tm825277,tt10735098,7.2,87,0.0,2.065
tm424073,tt6054710,5.4,537,0.0,6.636
tm445485,tt6067752,7.5,11255,0.0,4.512
tm916514,tt10021582,2.5,243,0.0,1.779
tm450801,tt8737614,7.2,4556,2.0,3.655
tm497684,tt8774388,3.6,1030,0.0,4.059
tm373159,tt9738332,5.1,3151,5.7,3.066
tm362332,tt6903440,6.4,15629,0.0,3.9
tm889288,tt8318284,3.2,1001,0.0,24.827
tm828388,tt10843680,5.4,123,,1.789
tm811012,tt9248952,6.5,8813,0.0,3.811
tm363107,tt8948208,5.4,1377,0.0,4.625
tm919546,tt12538822,6.8,1963,0.0,5.225
tm1051668,tt14235996,,,0.0,
ts251959,,,,6.0,2.314
tm449030,tt5013008,4.2,767,8.0,2.454
tm948964,tt9551424,3.6,475,0.0,6.24
tm824223,tt9579100,6.5,80,0.0,0.84
ts225837,,,,8.1,8.023
tm884470,,,,6.0,0.908
tm1107457,tt9101540,3.6,2095,3.2,2.929
ts88813,tt9425954,6.7,34,0.0,5.673
tm813824,tt10360496,7.2,4966,0.0,2.983
ts240003,tt12236998,4.6,9,,0.6
tm949755,tt13318486,3.0,249,0.0,41.978
tm503281,tt8211476,3.1,129,0.0,
tm838388,tt10936740,,,0.0,
tm487303,tt9495690,3.2,2575,5.0,0.6
tm967568,tt12675670,3.6,177,0.0,2.699
tm848235,tt8789416,4.7,251,0.0,3.334
tm466183,tt8315302,4.6,366,2.5,1.89
tm827416,tt10810900,9.2,82,0.0,1.905
tm438272,tt8103160,5.5,2017,7.5,0.6
tm474110,,,,0.0,2.299
tm930991,tt11815290,6.5,114,0.0,2.205
tm944241,,,,2.0,1.043
tm847498,tt11469744,8.2,4131,6.5,1.647
tm832962,tt17662898,5.8,9,6.5,1.286
tm998130,,,,0.0,1.331
ts223869,tt11482096,7.6,254,8.0,13.355
tm847100,tt9264336,7.2,3528,7.1,2.72
tm950461,tt7508932,1.5,9,0.0,0.84
ts235753,,,,10.0,4.319
tm852244,tt8983164,6.7,19398,0.0,3.784
tm422638,tt8100940,5.8,5170,0.0,2.734
tm554748,tt5080908,5.2,99,6.0,0.874
tm244275,tt7738784,8.7,15146,7.9,2.508
tm461053,tt9080630,2.4,282,5.9,2.951
tm956126,tt13298772,2.4,79,0.0,1.4
tm811840,tt6195762,4.8,103,6.0,1.4
tm464824,tt9680136,5.8,7574,0.0,3.158
tm460997,tt8941440,7.8,5129,4.2,6.99
tm675168,tt10299842,6.7,78,5.0,1.372
tm843345,tt13836494,5.1,92,4.0,3.52
tm948918,tt9657672,4.6,28,0.0,0.873
tm423796,tt7364522,5.9,1025,0.0,4.634
tm863373,tt6785752,3.8,251,5.0,1.976
tm676738,tt10214826,8.3,14315,4.5,3.069
ts84658,tt9573902,7.0,89,0.0,4.822
tm886925,,,,0.0,1.825
tm858144,,,,0.0,1.192
tm476320,tt9887568,6.4,56,0.0,0.604
tm440456,tt8941316,5.1,156,7.9,4.272
tm864005,tt10198072,4.6,944,0.0,3.616
tm950004,tt7853142,4.1,61,0.0,0.6
tm840283,tt8303612,6.3,1021,6.4,1.409
tm942469,,,,0.0,2.013
tm404881,tt5687270,5.7,1618,0.0,7.951
tm462732,tt4876096,6.1,197,7.3,2.966
tm872069,tt11383952,6.5,56,0.0,0.6
tm447114,tt8188610,6.1,2858,0.0,2.746
ts190132,tt10183688,6.3,1015,6.0,3.354
tm844747,tt11305096,5.2,231,0.0,2.761
tm887007,tt7838654,5.6,263,0.0,60.996
tm460176,tt8358498,7.5,99,7.0,1.991
tm914653,,,,0.0,1.625
ts89818,tt8462276,6.4,513,0.0,2.31
tm851876,tt10415510,4.8,136,5.7,1.895
tm831203,tt8875940,4.7,159,0.0,2.252
tm932564,tt9573468,6.1,102,0.0,2.464
tm294746,tt9027454,6.1,159,0.0,4.444
tm1094489,tt9010346,8.2,32,,1.704
tm1031543,tt9603894,5.5,195,0.0,2.587
tm867843,tt11041010,5.6,34,,0.898
tm827290,tt10071352,6.8,194,0.0,
ts238953,tt12064332,8.2,55,,
tm829383,tt10794906,6.2,29,0.0,1.567
tm535655,tt6090046,4.7,232,0.0,2.201
tm995842,tt13410630,7.5,56,10.0,1.122
ts238054,tt10006418,6.0,173,4.0,1.871
tm889160,tt10264878,5.7,509,0.0,2.232
tm486202,tt9665402,4.8,981,0.0,1.245
tm918182,,,,0.0,0.6
tm899395,tt12042710,6.8,34,0.0,2.866
tm479283,tt7579962,5.6,93,0.0,1.199
tm896939,tt8385384,5.1,646,0.0,5.166
tm811197,tt10545484,8.1,6066,0.0,2.3
tm448704,tt7692434,6.0,2713,8.0,2.751
tm836629,tt8910924,6.3,5374,0.0,4.831
tm452795,tt7508234,6.4,59,7.0,0.946
tm819325,tt10547792,6.2,12,0.0,0.6
tm849255,tt7311770,4.0,197,0.0,3.093
ts88435,tt6599010,5.8,615,7.0,4.322
tm373959,tt7662644,6.2,525,0.0,2.652
ts97421,tt7275066,4.5,20,7.8,0.84
tm854925,tt11173106,8.0,2046,0.0,2.475
tm833860,tt10955578,4.6,1117,7.0,2.527
tm864309,tt6477262,7.0,264,0.0,
tm827511,tt9537352,4.1,313,4.0,1.431
tm814380,tt10100664,6.3,139,0.0,1.067
tm463801,tt6856056,6.5,200,6.5,1.961
tm484907,tt9675464,7.6,4017,3.8,3.191
tm447179,tt5515328,5.7,307,,2.79
tm935553,tt16409230,6.9,19,0.0,1.488
tm832950,tt10051586,2.7,424,0.0,3.864
tm930163,tt8206880,5.7,113,0.0,0.6
tm822276,tt10644282,5.1,2504,0.0,2.665
tm494703,tt8998752,5.4,146,0.0,1.353
tm414710,tt7730102,5.3,1312,3.0,4.147
tm857237,,,,0.0,1.259
tm470472,tt9315438,6.1,1633,5.4,0.76
tm815444,tt10484276,6.0,801,0.0,0.864
tm1009800,tt13621726,4.8,19,7.0,0.6
tm979349,tt12110636,4.8,393,0.0,2.438
tm1006556,tt13469366,3.6,48,0.0,0.627
tm477281,tt8922118,4.9,283,5.8,1.571
tm888654,tt4590390,4.8,246,0.0,5.527
tm684238,tt10117282,5.2,31,0.0,0.6
tm490650,tt9239882,5.6,2074,4.9,2.953
ts276581,tt13600590,,,,0.6
tm854957,,,,0.0,2.236
tm849995,tt9605894,5.1,7096,0.0,2.616
tm813162,tt10388558,4.6,367,0.0,4.514
tm861110,,,,2.0,3.726
tm837044,tt10146208,6.4,347,0.0,5.006
tm916194,tt12344410,5.7,1031,0.0,1.36
tm533241,tt6099420,3.2,105,,2.678
tm453490,tt5849266,5.6,119,8.2,2.122
tm927093,tt11906012,6.8,118,0.0,3.36
ts223211,tt11384656,8.4,685,8.5,15.771
tm840484,tt9440738,3.9,142,6.0,2.266
tm457896,tt4574654,4.5,1541,0.0,3.682
tm821343,tt10594738,4.0,46,0.0,0.683
tm818694,tt8706884,5.8,1534,8.0,1.486
tm811060,tt8223770,6.0,84,0.0,2.313
tm818720,tt8151450,4.3,104,0.0,0.637
tm817478,tt10056510,4.9,204,0.0,0.75
tm434836,tt8869978,7.2,11972,0.0,4.253
ts251859,,,,7.9,3.581
ts188533,tt10139982,2.9,80,4.0,0.6
tm844486,tt12425868,5.2,538,0.0,5.498
tm827927,tt6236554,4.7,253,0.0,1.409
ts188351,tt10182506,9.1,21,,0.6
tm948637,tt9914192,5.4,274,0.0,
tm941246,tt12362668,5.5,59,0.0,3.157
tm816959,tt10514016,5.4,135,0.0,2.068
tm949871,tt8119078,7.6,65,0.0,2.337
tm501479,tt8383894,7.7,67,0.0,0.6
tm494118,tt9038854,9.0,16,10.0,0.6
tm949470,tt8709688,7.0,57,0.0,
tm446430,tt7802180,3.2,278,5.0,4.868
tm493397,tt9012672,5.0,60,10.0,0.692
tm488568,tt9465532,4.1,285,8.0,1.793
tm558976,tt4727422,5.6,78,0.0,0.6
tm813326,tt10334602,7.1,1889,7.0,1.749
tm974171,,,,0.0,1.542
tm518241,tt7094562,5.5,10,0.0,1.755
tm497056,tt8764310,4.8,109,0.0,1.252
tm924528,tt11473680,5.9,305,0.0,1.4
tm818783,tt5488870,5.3,105,0.0,2.688
tm865709,tt10260692,5.4,1349,0.0,
tm828479,tt10834986,7.8,2462,6.0,1.695
tm826150,tt10675042,3.8,44,0.0,2.563
tm974881,,,,0.0,2.295
tm839063,,,,0.0,2.845
